title,description,datePublished,citation,keywords,license,funder,geographicDescription,northBoundCoord,eastBoundCoord,southBoundCoord,westBoundCoord,wktString,startDate,endDate
NEON woody survey data:ACCE DTP analytical subset,This data product sourced from the NEON data portal for the purposes of the ACCE DTP tutorial. Contains processed individual,January 2014,NA,vegetation trees,CC-0,National science foundation,NEON domain areas,47.16582,-66.82463,17.95570,-99.11107,NA,NA,NA
